Year,Country,Industry,CO2_rate,GHG_rate
1990,AUT,c1,0.023840833370186828,0.05524688297473073
1990,AUT,c2,8.832520143665397e-5,5.3380663490877285e-6
1990,AUT,c3,0.032323953079828924,0.014324108921130617
1990,AUT,c4,0.040681150817571225,0.1071157781788277
1990,AUT,c5,0.017875020367159197,0.045057846612326924
1990,AUT,c6,0.05408981134784089,0.1373542760310501
1990,AUT,c7,0.30023186855626843,0.16591500341583054
1990,AUT,c8,0.25481641973296393,0.1420059912256286
1990,AUT,c9,0.0870386073759387,0.20902075834707495
1990,AUT,c10,0.17044020307474167,0.07820842988851477
1990,AUT,c11,0.017208502343482705,0.04342345596002014
1990,AUT,c12,0.0013653047325808323,0.0023221303785158996
1990,AUT,c13,0.3516115776380857,0.03869400344940766
1990,AUT,c14,0.17982712809446072,0.11856503430487494
1990,AUT,c15,0.011958583661924796,0.026849399345956166
1990,AUT,c16,0.03703417321402273,0.08453202752773084
1990,AUT,c17,0.026367967795639685,0.059694569191384834
1990,AUT,c18,0.02459816277222143,0.055971779732977706
1990,AUT,c19,0.01647262582722734,0.07794431790251423
1990,AUT,c20,0.015236977061833126,0.028144120643807148
1990,AUT,c21,0.23951973650450556,0.27711227317781073
1990,AUT,c22,0.029649672630787133,0.07163953748177405
1990,AUT,c23,0.06400496724954292,0.1527305404378603
1990,AUT,c24,8.449477492984411e-4,0.0017348566800574846
1990,AUT,c25,0.0028734798004504958,0.006387540123843817
1990,AZE,c1,0.11810138321478134,0.14263020452886446
1990,AZE,c2,0.0036032881837508215,0
1990,AZE,c3,0.11966447723905797,0.0384267326473525
1990,AZE,c4,0.11261512535966192,0.1049438920993772
1990,AZE,c5,0.026878088061695418,0.0273064451766969
1990,AZE,c6,0.06165027976988915,0.0853317284913836
1990,AZE,c7,0.1823957285673288,0.23741834788030736
1990,AZE,c8,0.07075782958744609,0.10911304080732658
1990,AZE,c9,0.1926915064971456,0.22867883997697433
1990,AZE,c10,0.07721620636739811,0
1990,AZE,c11,0.030100679322365438,0.023179001568767656
1990,AZE,c12,0.004325407829479445,0.0029717668229494133
1990,AZE,c13,0.4508107283454774,1
1990,AZE,c14,0.0612611477220341,0
1990,AZE,c15,0.0013278079767223073,0
1990,AZE,c16,0.04671258969860385,0
1990,AZE,c17,0.04104616956145384,0
1990,AZE,c18,0.030796511441512252,0
1990,AZE,c19,0.018139730276809533,6.2461321909424725e-18
1990,AZE,c20,0.02629353374082562,0
1990,AZE,c21,0.1514995738245351,0
1990,AZE,c22,0.06779230054048556,0
1990,AZE,c23,0.10072267419300276,0
1990,AZE,c24,0.001393919896700816,1.1716315789473685e-19
1990,AZE,c25,0.002203312781836855,3.193671970624235e-19
1990,BHR,c1,0.04136192495105734,0.037695276936593886
1990,BHR,c2,0.0045444006478229234,0
1990,BHR,c3,0.04818946988090568,0.06481285057922362
1990,BHR,c4,0.11385161483670471,0.1258704264492965
1990,BHR,c5,0.03866843421242273,0.031908896690832654
1990,BHR,c6,0.06784778852008196,0.07381532286435048
1990,BHR,c7,0.23854977616561546,0.25642555478361095
1990,BHR,c8,0.13218578879075557,0.1452655342062789
1990,BHR,c9,0.1857491133389268,0.2192915581672032
1990,BHR,c10,0.09092899711438861,0
1990,BHR,c11,0.028287028214058593,0.03370609859794828
1990,BHR,c12,0.00983566332725966,0.01120848072466151
1990,BHR,c13,0.6634547636429584,1
1990,BHR,c14,0.021358756011882293,0
1990,BHR,c15,0.0011677505581099252,0
1990,BHR,c16,0.02013546389697263,0
1990,BHR,c17,0.0183513223790188,0
1990,BHR,c18,0.013958357841991339,0
1990,BHR,c19,0.016440747163458294,1.0495694444444445e-17
1990,BHR,c20,0.021569996349326437,0
1990,BHR,c21,0.14142526036970204,0
1990,BHR,c22,0.031734081837124666,0
1990,BHR,c23,0.04778495133597544,0
1990,BHR,c24,7.196464399929374e-4,4.412375e-19
1990,BHR,c25,0.0018989021734867636,7.905833333333333e-19
1990,BGD,c1,0.09889775488453093,0.1547163950687512
1990,BGD,c2,0.0036677617550839726,0
1990,BGD,c3,0.0202025130664238,0.01848932106518428
1990,BGD,c4,0.12087443675925794,0.137472006072129
1990,BGD,c5,0.11718364062924169,0.08505501583005841
1990,BGD,c6,0.0664631137144995,0.07229631357183108
1990,BGD,c7,0.18580512363096294,0.19949435976975338
1990,BGD,c8,0.07557669754516348,0.08413379240021678
1990,BGD,c9,0.19505494876620796,0.2144727190824526
1990,BGD,c10,0.08402250709421905,0
1990,BGD,c11,0.027501554609229848,0.0291645080034625
1990,BGD,c12,0.004749947545178844,0.004705569136160761
1990,BGD,c13,0.3752686485070753,1
1990,BGD,c14,0.07178290145682881,0
1990,BGD,c15,0.0015817913439682548,0
1990,BGD,c16,0.05839129356844375,0
1990,BGD,c17,0.058191449221308,0
1990,BGD,c18,0.041551755459900315,0
1990,BGD,c19,0.017358369674737924,1.2543706293706294e-17
1990,BGD,c20,0.025805208939938012,0
1990,BGD,c21,0.1603583288063568,0
1990,BGD,c22,0.05973394208665265,0
1990,BGD,c23,0.1256957298787377,0
1990,BGD,c24,0.0019081613478256327,5.922993006993007e-19
1990,BGD,c25,0.002372419708226914,1.1240139860139862e-18
1990,BLR,c1,0.027344948642986942,0.0683437562696757
1990,BLR,c2,0.004257905739722071,0
1990,BLR,c3,0.021484110316528835,0.04003989198379129
1990,BLR,c4,0.07378282127490919,0.04645631042039068
1990,BLR,c5,0.16948812393288554,0.08426952720828414
1990,BLR,c6,0.07125172472910964,0.058718704809067476
1990,BLR,c7,0.2528689718666548,0.4484796775414929
1990,BLR,c8,0.11516524992989313,0.09043293363651828
1990,BLR,c9,0.21701188983316583,0.13037450269578574
1990,BLR,c10,0.015404193585605718,0
1990,BLR,c11,0.016571754712319343,0.01718672006505587
1990,BLR,c12,0.015368305436219028,0.015697975369937882
1990,BLR,c13,0.7137211278412612,1
1990,BLR,c14,0.03234383946962137,0
1990,BLR,c15,0.0018536919619182703,0
1990,BLR,c16,0.05416491495216065,0
1990,BLR,c17,0.10355486369832839,0
1990,BLR,c18,0.01628266811666132,0
1990,BLR,c19,0.01056109663949508,1.8131759259259258e-17
1990,BLR,c20,0.004313590794352374,0
1990,BLR,c21,0.01473886161583878,0
1990,BLR,c22,0.011557127931391693,0
1990,BLR,c23,0.029707867387157468,0
1990,BLR,c24,0.0048481478472738185,2.6915000000000003e-18
1990,BLR,c25,0.0023522017445396417,2.3775277777777777e-17
1990,BEL,c1,0.013460666279552511,0.04426211108561259
1990,BEL,c2,3.564426809691868e-4,7.38278748248768e-4
1990,BEL,c3,0.012470033994632016,0.006886457832984947
1990,BEL,c4,0.04405600474236145,0.13981979265276
1990,BEL,c5,0.0164758117518809,0.05103989488866901
1990,BEL,c6,0.023694197177907276,0.07552166611281001
1990,BEL,c7,0.4711470945768678,0.29551242127378907
1990,BEL,c8,0.19842059537208206,0.1287788444949168
1990,BEL,c9,0.04111366509198132,0.1244642593505034
1990,BEL,c10,0.1704425628885137,0.107714889366469
1990,BEL,c11,0.007605281346271258,0.023300354776547735
1990,BEL,c12,7.576440969805376e-4,0.0019610294166886805
1990,BEL,c13,0.3701177348953938,0.02997794987410451
1990,BEL,c14,0.19725259187902972,0.10585552858854845
1990,BEL,c15,0.008612712601068672,0.025498226721226147
1990,BEL,c16,0.03408063061798338,0.10111745109945414
1990,BEL,c17,0.01692536575053754,0.049251696218022036
1990,BEL,c18,0.010058001321908584,0.030459142838778725
1990,BEL,c19,0.01680942402573421,0.09140461021324822
1990,BEL,c20,0.009959294943970885,0.028835549310489456
1990,BEL,c21,0.26197018545506784,0.3129228749224344
1990,BEL,c22,0.022373918126044504,0.06794193358719072
1990,BEL,c23,0.04755552528219794,0.14808255117252545
1990,BEL,c24,0.0012609314567391284,0.0035426854380559325
1990,BEL,c25,0.003023683644323836,0.005109800015921807
1990,BOL,c1,0.12718852512124476,0.2119787183222261
1990,BOL,c2,0.005086161178156023,0.008308137030486796
1990,BOL,c3,0.12198537863644326,0.0981052752122986
1990,BOL,c4,0.16620162507589048,0.2947518544405487
1990,BOL,c5,0.03516638310228235,0.06508362839556527
1990,BOL,c6,0.034524763689680577,0.06058148029665004
1990,BOL,c7,0.3323552561798238,0.16096656325376216
1990,BOL,c8,0.06585222896004261,0.036417085494100526
1990,BOL,c9,0.07404959937031909,0.044948340673700744
1990,BOL,c10,0.008098082880790173,0.004915591816148458
1990,BOL,c11,0.021487021230133498,0.010158707572367962
1990,BOL,c12,0.008004974575193356,0.003784617492144609
1990,BOL,c13,0.23543288923967984,0.04582881522751121
1990,BOL,c14,0.21890227520784744,0.08437515457070259
1990,BOL,c15,0.0021537243355814716,0.003006901472872306
1990,BOL,c16,0.02775913514737103,0.03875568351271467
1990,BOL,c17,0.061740099699560125,0.08619779945310051
1990,BOL,c18,0.05901910211116005,0.08365021597075663
1990,BOL,c19,0.04043440472272849,0.17274810747552732
1990,BOL,c20,0.034425002161622496,0.05908131411399438
1990,BOL,c21,0.1356272092684184,0.1859134921753379
1990,BOL,c22,0.09291288119665675,0.12048769911724257
1990,BOL,c23,0.037412391122313496,0.04975266779852756
1990,BOL,c24,0.004793672192995196,0.006178624337536707
1990,BOL,c25,0.04938721359406527,0.06402352477417564
1990,BIH,c1,0.06677923543693891,0.099133884554938
1990,BIH,c2,0.004259254233832811,0
1990,BIH,c3,0.05201738744363686,0.06012164376269907
1990,BIH,c4,0.11999017143911861,0.1463746433800381
1990,BIH,c5,0.0696805686035767,0.04245491094634059
1990,BIH,c6,0.07757784050213937,0.08390008510356398
1990,BIH,c7,0.1870267008885302,0.2039527685389354
1990,BIH,c8,0.08302923539294199,0.08558356086212322
1990,BIH,c9,0.20893752109432528,0.2316107004438809
1990,BIH,c10,0.08998145336060298,0
1990,BIH,c11,0.03224960461724137,0.0346729759719719
1990,BIH,c12,0.00847102698711492,0.012194826435508845
1990,BIH,c13,0.4998244257296053,1
1990,BIH,c14,0.054745746316779996,0
1990,BIH,c15,9.523014279785757e-4,0
1990,BIH,c16,0.04273521873371799,0
1990,BIH,c17,0.039309555713392584,0
1990,BIH,c18,0.031232254793300118,0
1990,BIH,c19,0.013845136592710066,1.3619026217228464e-17
1990,BIH,c20,0.016870433338010953,0
1990,BIH,c21,0.12117080015938733,0
1990,BIH,c22,0.0722193318396829,0
1990,BIH,c23,0.10433616069960605,0
1990,BIH,c24,0.001361263761790294,3.830711610486891e-19
1990,BIH,c25,0.0013973708940379314,7.320112359550562e-19
1990,BRA,c1,0.07091199986775437,0.1063045509948817
1990,BRA,c2,0.013924107744792674,0.022763424466899898
1990,BRA,c3,0.05048815626312714,0.048377804738680065
1990,BRA,c4,0.17451827897490624,0.17299147276442908
1990,BRA,c5,0.05761611900789864,0.08066632278058748
1990,BRA,c6,0.04914343175099803,0.053222035423771366
1990,BRA,c7,0.2534945133013075,0.20334971580575908
1990,BRA,c8,0.07642520987522508,0.09856335863155623
1990,BRA,c9,0.13570623545125135,0.12732641843149264
1990,BRA,c10,0.08663873660012517,0.06726359130860796
1990,BRA,c11,0.02268277214506791,0.013967664818857977
1990,BRA,c12,0.008450439017545835,0.005203639834476501
1990,BRA,c13,0.1104890880535333,0.05620757730728095
1990,BRA,c14,0.23302099524073971,0.13608872652294016
1990,BRA,c15,0.002448558572725702,0.0030935486956376055
1990,BRA,c16,0.031559242652106266,0.039872410989619154
1990,BRA,c17,0.07019206434250679,0.08868216445089888
1990,BRA,c18,0.0310109991914807,0.04268356396605557
1990,BRA,c19,0.01398897048338911,0.0702027523066093
1990,BRA,c20,0.050740442437831317,0.024813230782276367
1990,BRA,c21,0.2270517696657513,0.302970336189573
1990,BRA,c22,0.10191455721388727,0.19552622997488972
1990,BRA,c23,0.09108910493482102,0.025416702667992272
1990,BRA,c24,1.267159729216581e-4,5.014833795885649e-5
1990,BRA,c25,0.03636749123830582,0.014392607808268149
1990,BGR,c1,0.127190028030878,0.3010667574073196
1990,BGR,c2,0.002853222090104167,0
1990,BGR,c3,0.0678160887674407,0.02249336618314929
1990,BGR,c4,0.0999788954562779,0.09943333713386537
1990,BGR,c5,0.07454221791074712,0.04099241156504257
1990,BGR,c6,0.06097192823432528,0.0601797132321542
1990,BGR,c7,0.1864107422974184,0.17990266861083948
1990,BGR,c8,0.09622048383141778,0.09180320845162786
1990,BGR,c9,0.18338525414092216,0.1777847867299585
1990,BGR,c10,0.06980054338597329,0
1990,BGR,c11,0.02404785812620305,0.01923921964926991
1990,BGR,c12,0.006782737728292172,0.007104531036773334
1990,BGR,c13,0.6767715362338629,1
1990,BGR,c14,0.0305325772237813,0
1990,BGR,c15,8.238121676053471e-4,0
1990,BGR,c16,0.030223335431981274,0
1990,BGR,c17,0.022981330784270598,0
1990,BGR,c18,0.018193630587212028,0
1990,BGR,c19,0.013224937172174451,5.7276792698826595e-18
1990,BGR,c20,0.01670474657857776,0
1990,BGR,c21,0.09087782702171192,0
1990,BGR,c22,0.03878438292024469,0
1990,BGR,c23,0.058643281978755214,0
1990,BGR,c24,7.218662155514548e-4,1.233697522816167e-19
1990,BGR,c25,0.0015167356842710835,3.662920469361147e-19
1990,KHM,c1,0.07319966814103426,0.13619593488484155
1990,KHM,c2,0.004399723733673282,0
1990,KHM,c3,0.02587454877274334,0.03393884288240201
1990,KHM,c4,0.10926216056993769,0.1572619628898742
1990,KHM,c5,0.18962369049067573,0.04096878950429418
1990,KHM,c6,0.06654861760109008,0.08037662807007154
1990,KHM,c7,0.17831258159866142,0.20252382877497294
1990,KHM,c8,0.06528175724453361,0.08275060906961262
1990,KHM,c9,0.17142545088384284,0.22007167633653735
1990,KHM,c10,0.07609107792686053,0
1990,KHM,c11,0.028909923023453077,0.0337515111964511
1990,KHM,c12,0.011070800013494144,0.012160216390942601
1990,KHM,c13,0.38969017636638803,1
1990,KHM,c14,0.06188858731673594,0
1990,KHM,c15,0.0015625051198984142,0
1990,KHM,c16,0.05966785465190023,0
1990,KHM,c17,0.05442686598588824,0
1990,KHM,c18,0.04208846934236107,0
1990,KHM,c19,0.005166338685353668,1.5201472868217054e-17
1990,KHM,c20,0.025753856076624598,0
1990,KHM,c21,0.17987070718673176,0
1990,KHM,c22,0.0507539439526992,0
1990,KHM,c23,0.1245623994898779,0
1990,KHM,c24,0.002011015668095581,6.485930232558139e-19
1990,KHM,c25,0.002557280157445329,1.1414728682170542e-18
1990,CAN,c1,0.03447042569594523,0.08357766336665846
1990,CAN,c2,0.004984280079092544,0.012309942045802779
1990,CAN,c3,0.12806615974928642,0.12128118981356598
1990,CAN,c4,0.04961470730732666,0.10943793119888887
1990,CAN,c5,0.012565872303013982,0.024161961688026538
1990,CAN,c6,0.0853425171397095,0.1317633148731711
1990,CAN,c7,0.2953707516355704,0.163539815727657
1990,CAN,c8,0.07638205996212666,0.08230160065877848
1990,CAN,c9,0.1366264920277148,0.10481426716829688
1990,CAN,c10,0.1390484179493377,0.1195397768744044
1990,CAN,c11,0.02847535098825193,0.03517025628608488
1990,CAN,c12,0.009052965162624105,0.012102280298664699
1990,CAN,c13,0.25515297442547524,0.021154397156395426
1990,CAN,c14,0.30543389115684205,0.1108959662526155
1990,CAN,c15,0.0021558872466653865,0.003905243971203703
1990,CAN,c16,0.02778701914248792,0.05033428511259519
1990,CAN,c17,0.0618021849608099,0.11195008393358963
1990,CAN,c18,0.019891934075860047,0.037557503151888987
1990,CAN,c19,0.02142548778724843,0.07542115816643975
1990,CAN,c20,0.017472319706967335,0.032329603527868254
1990,CAN,c21,0.16925531345830838,0.2846691566065101
1990,CAN,c22,0.05997610280712945,0.1391760397201599
1990,CAN,c23,0.058618569499529156,0.12404225327833278
1990,CAN,c24,3.5705383610710136e-6,2.973719712157823e-5
1990,CAN,c25,0.0010247451943156633,0.008534571925279203
1990,CHL,c1,0.08756835113361996,0.1154719436223124
1990,CHL,c2,0.02213434436496611,0.03262662110311807
1990,CHL,c3,0.17803247880211961,0.17051540394057074
1990,CHL,c4,0.24192926278711366,0.22716287897595422
1990,CHL,c5,0.0325254495658937,0.031401766775427144
1990,CHL,c6,0.0957109029445086,0.09808859713509392
1990,CHL,c7,0.23041342879341242,0.21466248582730127
1990,CHL,c8,0.06718733227879724,0.0696206776034492
1990,CHL,c9,0.02440107208472189,0.02191745922673445
1990,CHL,c10,0.00970626752294162,0.008318381200701044
1990,CHL,c11,0.009593062245302535,0.009415680496262853
1990,CHL,c12,7.980474766025962e-4,7.981040930746296e-4
1990,CHL,c13,0.38580322609408574,0.05159314247621424
1990,CHL,c14,0.16682664649665083,0.13689735482334567
1990,CHL,c15,0.002331799235520186,0.0038786631758928247
1990,CHL,c16,0.03005428496986911,0.04999161455578873
1990,CHL,c17,0.06684481674455559,0.11118846028435612
1990,CHL,c18,0.016588479598316514,0.028866199535711793
1990,CHL,c19,0.023303608062340258,0.12749334580920935
1990,CHL,c20,0.028223952418005238,0.04561225036643657
1990,CHL,c21,0.15295404965818418,0.2466253647088026
1990,CHL,c22,0.035671305522474286,0.057044000376595516
1990,CHL,c23,0.07514143865590749,0.11683752216744515
1990,CHL,c24,5.230339609787438e-5,8.32362344523636e-5
1990,CHL,c25,0.016204089147992658,0.023888845485749134
1990,CHN,c1,0.045458528749096304,0.1705041611804245
1990,CHN,c2,0.005047144675272211,0.012531156818232362
1990,CHN,c3,0.06776132306429662,0.04256714457086799
1990,CHN,c4,0.028782662104675585,0.10036330375467102
1990,CHN,c5,0.06726386709129922,0.11496457251410265
1990,CHN,c6,0.04287678585839332,0.042140945053562265
1990,CHN,c7,0.26158124320717724,0.18740185827979197
1990,CHN,c8,0.13264845606238604,0.10147290751540566
1990,CHN,c9,0.24322195671210586,0.15091026950398287
1990,CHN,c10,0.07341644175547092,0.03490767098780111
1990,CHN,c11,0.027253599644382755,0.0384409986376822
1990,CHN,c12,0.004687991075443893,0.003795011183475334
1990,CHN,c13,0.49127415904318783,0.05805002618649755
1990,CHN,c14,0.398074376746413,0.24203192827871145
1990,CHN,c15,5.278440820558799e-4,0.0037567139247461773
1990,CHN,c16,0.006803324060254351,0.048419852612568474
1990,CHN,c17,0.01513150868165104,0.10769230045904343
1990,CHN,c18,0.008815304825442466,0.07393737317419577
1990,CHN,c19,0.009533610200972892,0.09045495011511968
1990,CHN,c20,0.005669169613918525,0.03584218746170703
1990,CHN,c21,0.030666620015370797,0.15904239749331076
1990,CHN,c22,0.0012807864119132168,0.007191366758306
1990,CHN,c23,0.020629545933001075,0.10873953354908013
1990,CHN,c24,1.0668520599082588e-4,3.4374289167652213e-4
1990,CHN,c25,0.01148706517982806,0.06449762709503705
1990,COL,c1,0.18438223610362764,0.18666572897521488
1990,COL,c2,0.004801884267449301,0.004840969901237447
1990,COL,c3,0.10983849385404178,0.10591870737385481
1990,COL,c4,0.23800046859477417,0.2390135764731866
1990,COL,c5,0.08584904574000352,0.08193745273500896
1990,COL,c6,0.052581920657100864,0.05282197754507454
1990,COL,c7,0.2011510196619715,0.2030395062223928
1990,COL,c8,0.04769881194860473,0.04968445235132348
1990,COL,c9,0.03149295187654355,0.03225659890917119
1990,COL,c10,0.022689627480010844,0.022099906611941913
1990,COL,c11,0.018717435496177198,0.01892104700382805
1990,COL,c12,0.002796104319694845,0.002800075897765366
1990,COL,c13,0.05964946430614213,0.06252739688854096
1990,COL,c14,0.08436027307044687,0.10057985955101548
1990,COL,c15,0.0028635071909085433,0.0029521083698068754
1990,COL,c16,0.03690741588208413,0.03804925250758752
1990,COL,c17,0.08208727345856041,0.08462717318212068
1990,COL,c18,0.03981267290965869,0.04149802890782998
1990,COL,c19,0.09362849576419942,0.09855567855283821
1990,COL,c20,0.041733875505088086,0.04370982562495723
1990,COL,c21,0.25783724516903134,0.2660958022074338
1990,COL,c22,0.12718602227846465,0.09595509641051038
1990,COL,c23,0.1321779567943947,0.12215031697212028
1990,COL,c24,0.009013267578214646,0.009285515684131945
1990,COL,c25,0.032742530092806366,0.034013945141106706
1990,COG,c1,0.05460587817382686,0.09878252627170761
1990,COG,c2,0.0027737239473834413,0
1990,COG,c3,0.26079473057978086,0.13655758233054943
1990,COG,c4,0.08355420876733563,0.12909656281293402
1990,COG,c5,0.018611392103395973,0.025900749161827347
1990,COG,c6,0.06052379549498382,0.08021950971188047
1990,COG,c7,0.16743370086381698,0.191516652721135
1990,COG,c8,0.08687516298786739,0.0833541670154193
1990,COG,c9,0.16171295709688494,0.21315669664064077
1990,COG,c10,0.06902158675635796,0
1990,COG,c11,0.027538769500544062,0.03259913242235943
1990,COG,c12,0.006554093727822026,0.008816420911546543
1990,COG,c13,0.025342691135220065,1
1990,COG,c14,0.07354534606477853,0
1990,COG,c15,0.0034123483028673995,0
1990,COG,c16,0.05899592525360473,0
1990,COG,c17,0.04624527466689816,0
1990,COG,c18,0.04148632454386245,0
1990,COG,c19,0.056934124552543174,9.976739926739928e-18
1990,COG,c20,0.0617717307174324,0
1990,COG,c21,0.431725621143907,0
1990,COG,c22,0.07337206914089328,0
1990,COG,c23,0.12011984688705865,0
1990,COG,c24,0.0016310550355546076,3.4785677655677653e-19
1990,COG,c25,0.005417642555379565,6.696117216117216e-19
1990,CRI,c1,0.12233723238930162,0.16189118611157985
1990,CRI,c2,0.006760280587424148,0
1990,CRI,c3,0.020447833842256093,0.01619578942415801
1990,CRI,c4,0.12800669823457161,0.14220933607434877
1990,CRI,c5,0.07028888998079703,0.04519151121925962
1990,CRI,c6,0.062157502443619304,0.0756154363675428
1990,CRI,c7,0.18288338166661977,0.21373934223245372
1990,CRI,c8,0.07175181730424288,0.08815154693939706
1990,CRI,c9,0.23211958577253344,0.2231103586538996
1990,CRI,c10,0.07088601227498816,0
1990,CRI,c11,0.027558747257048433,0.028232415493417755
1990,CRI,c12,0.004802018246597579,0.005663077483942896
1990,CRI,c13,0.05836199144498673,1
1990,CRI,c14,0.05041878630531878,0
1990,CRI,c15,0.004736422689824715,0
1990,CRI,c16,0.04797739833059076,0
1990,CRI,c17,0.039380311972283616,0
1990,CRI,c18,0.03106869904562754,0
1990,CRI,c19,0.03016159664463503,1.4552535211267606e-17
1990,CRI,c20,0.08227353136416374,0
1990,CRI,c21,0.49056617921084134,0
1990,CRI,c22,0.05788773821363009,0
1990,CRI,c23,0.09866032487722276,0
1990,CRI,c24,0.0012789815651066058,5.13225352112676e-19
1990,CRI,c25,0.007228038335768283,1.0349788732394367e-18
1990,HRV,c1,0.07942417830941138,0.13739702082184765
1990,HRV,c2,0.004184154352681738,0
