Year,Country,Sector,VAD
1990,LVA,goods,1520139.492399
1990,LVA,services,4853878.19387
1990,LBN,goods,367588.83091900003
1990,LBN,services,2209778.40802
1990,LTU,goods,2904634.851483
1990,LTU,services,7137856.063254
1990,LUX,goods,1067326.291274
1990,LUX,services,7010675.48522
1990,MYS,goods,18931639.828605
1990,MYS,services,17004535.013529
1990,MLT,goods,513097.912853
1990,MLT,services,1548811.6153046
1990,MEX,goods,77642585.3126877
1990,MEX,services,207623350.62996733
1990,MAR,goods,4043464.655892
1990,MAR,services,20616838.71944
1990,NLD,goods,68662121.38448
1990,NLD,services,218165640.56239128
1990,NZL,goods,9093904.784286
1990,NZL,services,28662524.538849
1990,NOR,goods,32291408.990110002
1990,NOR,services,67935480.6113594
1990,OMN,goods,1792379.613351
1990,OMN,services,9312941.749512
1990,PAK,goods,7402561.22387
1990,PAK,services,35799757.4535
1990,PRY,goods,1747842.871029
1990,PRY,services,2007262.0304572
1990,PER,goods,7293928.8748676
1990,PER,services,16286386.73935296
1990,PHL,goods,16850311.3844861
1990,PHL,services,25920041.224514887
1990,POL,goods,18525030.687072
1990,POL,services,48426677.2973346
1990,PRT,goods,13410642.986644
1990,PRT,services,45948070.0930953
1990,QAT,goods,2545659.264891
1990,QAT,services,6742642.2859970005
1990,KOR,goods,82709896.372417
1990,KOR,services,132140604.43581037
1990,ROU,goods,14415956.826169
1990,ROU,services,20966469.616812002
1990,RUS,goods,181255583.848704
1990,RUS,services,232197469.76309848
1990,SAU,goods,27980917.14414
1990,SAU,services,116696790.238
1990,SRB,goods,6892939.5763840005
1990,SRB,services,44019893.612889
1990,SGP,goods,6391203.53789
1990,SGP,services,24250361.5773
1990,SVK,goods,9564576.155207
1990,SVK,services,25853423.339632
1990,SVN,goods,4940466.972267
1990,SVN,services,10760081.889322
1990,ZAF,goods,29797857.9816842
1990,ZAF,services,60032606.792360954
1990,ESP,goods,86388836.101807
1990,ESP,services,331210367.88674027
1990,LKA,goods,1585660.755391
1990,LKA,services,5907153.78707
1990,SWE,goods,59033336.609677
1990,SWE,services,181589262.219488
1990,CHE,goods,50662193.6498311
1990,CHE,services,150035257.53779525
1990,THA,goods,31771159.973
1990,THA,services,46391542.524780996
1990,TUN,goods,1612069.8455689999
1990,TUN,services,8200220.70074
1990,TUR,goods,58269909.827643
1990,TUR,services,115749893.61213
1990,UKR,goods,36663834.9430459
1990,UKR,services,39548212.07511163
1990,ARE,goods,9579372.62432
1990,ARE,services,43421840.1282
1990,GBR,goods,158629499.321833
1990,GBR,services,634470271.2875485
1990,TZA,goods,1435007.61685
1990,TZA,services,6933775.728079
1990,USA,goods,724224749.508971
1990,USA,services,4241885797.0798464
1990,URY,goods,1970372.10542
1990,URY,services,6254374.1737400005
1990,UZB,goods,7654749.7149
1990,UZB,services,9349122.5907
1990,VEN,goods,27121912.0358017
1990,VEN,services,34216785.013206
1990,VNM,goods,5056044.40831
1990,VNM,services,4198745.18706
1991,DZA,goods,9146559.95593
1991,DZA,services,37721191.0986
1991,AGO,goods,1729245.49595
1991,AGO,services,8763221.9405
1991,ARG,goods,43517465.745
1991,ARG,services,136290610.7226
1991,AUS,goods,63890680.6156887
1991,AUS,services,197950852.05859977
1991,AUT,goods,33413425.301669
1991,AUT,services,113775428.6516825
1991,AZE,goods,13774.106027000002
1991,AZE,services,-2340.002847000015
1991,BHR,goods,719984.099938
1991,BHR,services,3733047.934938
1991,BGD,goods,4824417.12185
1991,BGD,services,24613113.500099998
1991,BLR,goods,24293.02666
1991,BLR,services,19734.460526
1991,BEL,goods,43566823.846268
1991,BEL,services,148489604.686878
1991,BOL,goods,1719095.612463
1991,BOL,services,2788171.0113
1991,BIH,goods,903412.289879
1991,BIH,services,4082880.40761
1991,BRA,goods,78161168.5871261
1991,BRA,services,201299736.92457
1991,BGR,goods,1492033.139859
1991,BGR,services,6185877.58438
1991,KHM,goods,391725.331314
1991,KHM,services,1613009.54399
1991,CAN,goods,156354677.9137706
1991,CAN,services,415520389.6544276
1991,CHL,goods,8678167.4082346
1991,CHL,services,20539359.221421905
1991,CHN,goods,223337133.198825
1991,CHN,services,170585470.43
1991,COL,goods,16468334.186508
1991,COL,services,31710982.549148
1991,COG,goods,587047.264688
1991,COG,services,2539973.6049
1991,CRI,goods,1117232.34191
1991,CRI,services,5177192.385838
1991,HRV,goods,2336451.88333
1991,HRV,services,11269071.9633
1991,CUB,goods,3447093.32647
1991,CUB,services,19462922.7701
1991,CYP,goods,751688.280336
1991,CYP,services,4504058.72781
1991,CZE,goods,10406154.181566
1991,CZE,services,18662279.791191
1991,DNK,goods,23292108.719687
1991,DNK,services,93140424.926811
1991,DOM,goods,1671431.374415
1991,DOM,services,7098983.072391
1991,ECU,goods,5265225.352221
1991,ECU,services,5082668.193671
1991,EGY,goods,5750332.42587
1991,EGY,services,30307084.1889
1991,SLV,goods,756884.891207
1991,SLV,services,4099762.17937
1991,EST,goods,1119214.956347
1991,EST,services,3060850.585949
1991,ETH,goods,1564976.801822
1991,ETH,services,8505066.89885
1991,FIN,goods,29284556.898105
1991,FIN,services,74511040.31666599
1991,FRA,goods,188995914.03595102
1991,FRA,services,839993233.203857
1991,GEO,goods,4367980.881557
1991,GEO,services,9009602.6825
1991,DEU,goods,370168722.249463
1991,DEU,services,1215451438.6578028
1991,GHA,goods,1738010.11644
1991,GHA,services,8471595.30316
1991,GRC,goods,15430953.870948
1991,GRC,services,67854474.1711654
1991,GTM,goods,1330964.4787019999
1991,GTM,services,6064141.90582
1991,HND,goods,583805.010916
1991,HND,services,2335283.704256
1991,HKG,goods,17023416.8955212
1991,HKG,services,42467045.118143685
1991,HUN,goods,8278311.114484
1991,HUN,services,21674068.7923575
1991,ISL,goods,976314.001287
1991,ISL,services,4607820.045991
1991,IND,goods,110934954.995074
1991,IND,services,147045358.58675545
1991,IDN,goods,68156994.7
1991,IDN,services,62731138.44094321
1991,IRN,goods,37613047.851
1991,IRN,services,50129850.5116126
1991,IRQ,goods,1488681.6691
1991,IRQ,services,9443526.1724
1991,IRL,goods,13601297.020509
1991,IRL,services,29129652.1331997
1991,ISR,goods,11654089.707975
1991,ISR,services,48652469.12630401
1991,ITA,goods,255673345.91208
1991,ITA,services,795093784.295622
1991,JPN,goods,803089610.471
1991,JPN,services,2548658590.544121
1991,KAZ,goods,14104895.7367611
1991,KAZ,services,13052287.88377994
1991,KEN,goods,3623168.1659228
1991,KEN,services,5220013.263602993
1991,KWT,goods,6846585.1609244
1991,KWT,services,11063971.0837708
1991,LVA,goods,1313882.292812
1991,LVA,services,4157567.728696
1991,LBN,goods,557707.905735
1991,LBN,services,3294511.31733
1991,LTU,goods,2501303.774112
1991,LTU,services,5941654.268374
1991,LUX,goods,1106672.483427
1991,LUX,services,7484850.19288
1991,MYS,goods,22310702.807483
1991,MYS,services,20328306.553761
1991,MLT,goods,564551.892067
1991,MLT,services,1675926.343305
1991,MEX,goods,95905252.3268337
1991,MEX,services,254218066.70525593
1991,MAR,goods,4515173.454256
1991,MAR,services,22965689.27911
1991,NLD,goods,71015691.445361
1991,NLD,services,225390004.9617683
1991,NZL,goods,8589193.395456
1991,NZL,services,27039415.562851
1991,NOR,goods,33343184.795689
1991,NOR,services,69913794.9864713
1991,OMN,goods,1896813.501059
1991,OMN,services,9494491.589362
1991,PAK,goods,8119168.43484
1991,PAK,services,39010937.7198
1991,PRY,goods,2040696.583399
1991,PRY,services,2289909.01687
1991,PER,goods,8540065.6570328
1991,PER,services,19081736.12757765
1991,PHL,goods,17351826.752252
1991,PHL,services,27597278.44551718
1991,POL,goods,22461428.967339
1991,POL,services,60379478.8271172
1991,PRT,goods,15419323.151521
1991,PRT,services,53084948.323843
1991,QAT,goods,2344028.648986
1991,QAT,services,6215127.129073
1991,KOR,goods,93488544.819689
1991,KOR,services,155353967.37558293
1991,ROU,goods,10622847.409621
1991,ROU,services,15121994.8020383
1991,RUS,goods,158347467.761922
1991,RUS,services,288274731.28024143
1991,SAU,goods,30578630.66107
1991,SAU,services,130255580.5635
1991,SRB,goods,6609260.830747
1991,SRB,services,42098264.097141996
1991,SGP,goods,7447510.72564
1991,SGP,services,28556553.3318
1991,SVK,goods,5644413.502682
1991,SVK,services,15031183.279422
1991,SVN,goods,3874979.937525
1991,SVN,services,8258705.101152999
1991,ZAF,goods,32386380.2680592
1991,ZAF,services,64447711.79149778
1991,ESP,goods,91728661.554217
1991,ESP,services,358894922.15682
1991,LKA,goods,1775387.254205
1991,LKA,services,6796408.71501
1991,SWE,goods,59963945.832298
1991,SWE,services,185838452.429458
1991,CHE,goods,53204397.4820344
1991,CHE,services,155960401.58518133
1991,THA,goods,37128104.773
1991,THA,services,54097191.913784
1991,TUN,goods,1704236.972597
1991,TUN,services,8670229.31109
1991,TUR,goods,63854421.340927996
1991,TUR,services,126775838.63187
1991,UKR,goods,31879656.2181696
1991,UKR,services,33262034.883359082
1991,ARE,goods,9447058.81423
1991,ARE,services,44058843.3864
1991,GBR,goods,164337132.096622
1991,GBR,services,653517572.2585582
1991,TZA,goods,1422358.6628410001
1991,TZA,services,6915798.84098
1991,USA,goods,733339375.539042
1991,USA,services,4291572081.5955987
1991,URY,goods,2339740.508428
1991,URY,services,7495983.006078
1991,UZB,goods,7256898.038000001
1991,UZB,services,8699450.8334
1991,VEN,goods,31524110.6018897
1991,VEN,services,40317159.080865
1991,VNM,goods,4407918.30214
1991,VNM,services,3622835.42079
1992,DZA,goods,10097297.06656
1992,DZA,services,42304559.4859
1992,AGO,goods,2052507.05604
1992,AGO,services,10456221.6986
1992,ARG,goods,51964222.907
1992,ARG,services,164948259.1775
1992,AUS,goods,63554528.3198123
1992,AUS,services,195634310.87374818
1992,AUT,goods,37920390.859620996
1992,AUT,services,129951777.93699
1992,AZE,goods,633399.228042
1992,AZE,services,2202124.741702
1992,BHR,goods,781478.503465
1992,BHR,services,4023534.41195
1992,BGD,goods,4996706.94728
1992,BGD,services,25316045.6852
1992,BLR,goods,3083.4315149999998
1992,BLR,services,3247.215734
1992,BEL,goods,49084832.587906
1992,BEL,services,167792285.570599
1992,BOL,goods,1850505.019031
1992,BOL,services,2980052.6955
1992,BIH,goods,680409.94851
1992,BIH,services,3159363.98915
1992,BRA,goods,77327335.11171
1992,BRA,services,203457353.239412
1992,BGR,goods,1639537.157914
1992,BGR,services,6926081.1285
1992,KHM,goods,402932.87991
1992,KHM,services,1670975.7846
1992,CAN,goods,153991953.4423908
1992,CAN,services,403946866.9723798
1992,CHL,goods,10613007.661843501
1992,CHL,services,25414083.732801873
1992,CHN,goods,267248912.001015
1992,CHN,services,206271014.42
1992,COL,goods,17873370.629334
1992,COL,services,34848201.388986
1992,COG,goods,643757.592016
1992,COG,services,2791913.31348
1992,CRI,goods,1339947.98535
1992,CRI,services,6206384.823118
1992,HRV,goods,1794603.0412
1992,HRV,services,8340143.8747
1992,CUB,goods,3173133.8961199997
1992,CUB,services,17815768.3037
1992,CYP,goods,897832.180673
1992,CYP,services,5316762.14506
1992,CZE,goods,11977886.828893
1992,CZE,services,21995265.672408
1992,DNK,goods,25814061.329142
1992,DNK,services,103152222.0057483
1992,DOM,goods,1944615.910537
1992,DOM,services,8398741.824824
1992,ECU,goods,5777685.84365
1992,ECU,services,5568001.123047
1992,EGY,goods,6873338.15941
1992,EGY,services,36059948.857
1992,SLV,goods,866118.229824
1992,SLV,services,4640360.16658
1992,EST,goods,767101.735518
1992,EST,services,2013721.5732993
1992,ETH,goods,1319334.752339
1992,ETH,services,7044224.86699
1992,FIN,goods,26767310.444142
1992,FIN,services,66476480.448379
1992,FRA,goods,212183924.949902
1992,FRA,services,940309981.708738
1992,GEO,goods,2868516.123824
1992,GEO,services,5738649.6234
1992,DEU,goods,416065708.908123
1992,DEU,services,1414614667.862866
1992,GHA,goods,1732742.1102149999
1992,GHA,services,8446911.96462
1992,GRC,goods,17205482.664658
1992,GRC,services,75661672.5375285
1992,GTM,goods,1495485.9437829999
1992,GTM,services,6906764.09858
1992,HND,goods,644983.611539
1992,HND,services,2644554.1711170003
1992,HKG,goods,20395161.578589298
1992,HKG,services,50828821.91039609
1992,HUN,goods,9176429.036631
1992,HUN,services,24200140.6511743
1992,ISL,goods,1022786.213311
1992,ISL,services,4837941.364384
1992,IND,goods,111365669.410455
1992,IND,services,147260145.87492245
1992,IDN,goods,75238962.25
1992,IDN,services,68848983.27052894
1992,IRN,goods,39690628.925
1992,IRN,services,49640709.465270236
1992,IRQ,goods,1908944.7913
1992,IRQ,services,11338400.4693
1992,IRL,goods,15147322.294055
1992,IRL,services,32307674.5645505
1992,ISR,goods,13065032.415399
1992,ISR,services,54599542.41386015
1992,ITA,goods,273603845.165585
1992,ITA,services,848574096.521735
1992,JPN,goods,880477112.0059999
1992,JPN,services,2824157611.815446
1992,KAZ,goods,11017960.0422701
1992,KAZ,services,10183310.072661659
1992,KEN,goods,3553042.15594164
1992,KEN,services,5078304.025479321
1992,KWT,goods,9657500.6411834
1992,KWT,services,10913464.5738528
1992,LVA,goods,697981.40353
1992,LVA,services,2122781.535876
1992,LBN,goods,692802.109088
1992,LBN,services,4157182.06465
1992,LTU,goods,1670598.810634
1992,LTU,services,3958999.8811
1992,LUX,goods,1243288.659853
1992,LUX,services,8471157.42093
1992,MYS,goods,26695559.65491
1992,MYS,services,24268456.978396
1992,MLT,goods,645919.41264
1992,MLT,services,1880205.449802
1992,MEX,goods,111383122.0590515
1992,MEX,services,297768767.6331967
1992,MAR,goods,4875490.314971
1992,MAR,services,24408312.73523
1992,NLD,goods,79257956.35226999
1992,NLD,services,252148654.901045
1992,NZL,goods,8160326.406428
1992,NZL,services,25676270.846382
1992,NOR,goods,36176842.432777
1992,NOR,services,75633762.0212307
1992,OMN,goods,2138472.821733
1992,OMN,services,10377371.958095
1992,PAK,goods,9512886.59629
1992,PAK,services,45566002.8048
1992,PRY,goods,2157277.6572310003
1992,PRY,services,2362720.01176
1992,PER,goods,9089178.598825
1992,PER,services,20202423.83498664
1992,PHL,goods,20071846.6490251
1992,PHL,services,32195427.64584254
1992,POL,goods,24486970.648241
1992,POL,services,65330184.5321439
1992,PRT,goods,16158247.935669
1992,PRT,services,57374319.748771
1992,QAT,goods,2601579.132371
1992,QAT,services,6987202.300681001
1992,KOR,goods,101149514.500978
1992,KOR,services,167579719.01198348
1992,ROU,goods,10523949.247718
1992,ROU,services,15532271.900953
1992,RUS,goods,149275383.559543
1992,RUS,services,275478292.4372573
1992,SAU,goods,30943372.546180002
1992,SAU,services,131823870.1744
1992,SRB,goods,5513054.86534
1992,SRB,services,34648691.177108
1992,SGP,goods,9279609.03167
1992,SGP,services,35231314.9825
1992,SVK,goods,4639760.666159
1992,SVK,services,12001835.065382
1992,SVN,goods,3965357.042497
1992,SVN,services,8262767.166842
1992,ZAF,goods,36267783.8216874
1992,ZAF,services,70896658.23153198
1992,ESP,goods,100461806.716391
1992,ESP,services,392914233.697978
1992,LKA,goods,1945046.106556
1992,LKA,services,7429644.36698
1992,SWE,goods,58746263.644514
1992,SWE,services,183120484.130059
1992,CHE,goods,57010709.267779
1992,CHE,services,165050228.52701703
1992,THA,goods,41014494.626
1992,THA,services,60191646.424747
1992,TUN,goods,1920156.645801
1992,TUN,services,9976959.249019999
1992,TUR,goods,61099151.634342
1992,TUR,services,120975813.323544
1992,UKR,goods,21278873.175209
1992,UKR,services,21747422.374438513
1992,ARE,goods,9515912.59213
1992,ARE,services,45262275.0126
1992,GBR,goods,173171232.100281
1992,GBR,services,684252682.129244
1992,TZA,goods,1394136.2451839999
1992,TZA,services,6830323.263842001
1992,USA,goods,793796975.797694
1992,USA,services,4603731915.105504
1992,URY,goods,2925397.060417
1992,URY,services,9512732.847908
1992,UZB,goods,4513563.5856
1992,UZB,services,5153200.8388
1992,VEN,goods,35864837.08247
1992,VEN,services,45932900.3579622
1992,VNM,goods,5390329.06845
1992,VNM,services,4492077.55052
1993,DZA,goods,10587633.76503
1993,DZA,services,45324756.6405
1993,AGO,goods,1607918.3068
1993,AGO,services,8051690.9078
1993,ARG,goods,51071611.888
1993,ARG,services,162493173.5207
1993,AUS,goods,61917656.9048056
1993,AUS,services,189026499.0746815
1993,AUT,goods,37553484.399425
1993,AUT,services,129175591.088365
1993,AZE,goods,610864.693307
1993,AZE,services,2673276.141355
1993,BHR,goods,864899.4885709999
1993,BHR,services,4357241.497367
1993,BGD,goods,5303129.76683
1993,BGD,services,26831071.7115
1993,BLR,goods,1208.8516419999999
1993,BLR,services,-2443.2636029999994
1993,BEL,goods,46505220.348889
1993,BEL,services,159790502.77123
1993,BOL,goods,1935097.536991
1993,BOL,services,3083686.9978
1993,BIH,goods,501976.38471
1993,BIH,services,2401026.9006499997
1993,BRA,goods,86735900.9276459
1993,BRA,services,228390090.8219862
1993,BGR,goods,1932927.245166
1993,BGR,services,8651664.8833
1993,KHM,goods,414701.87828
1993,KHM,services,1726851.3662
1993,CAN,goods,153420555.4620564
1993,CAN,services,394581602.7827393
1993,CHL,goods,11398673.4187941
1993,CHL,services,27608847.041813858
1993,CHN,goods,329193381.640133
1993,CHN,services,266025396.41
1993,COL,goods,20932434.913768
1993,COL,services,41216058.909549
1993,COG,goods,623013.9471710001
1993,COG,services,2627619.45205
1993,CRI,goods,1547766.9304550001
1993,CRI,services,7212939.1837
1993,HRV,goods,1812473.88571
1993,HRV,services,8711990.3473
1993,CUB,goods,3187755.47032
1993,CUB,services,17943573.656800002
1993,CYP,goods,875239.994709
1993,CYP,services,5015143.73477
1993,CZE,goods,13876294.636538
1993,CZE,services,25942368.392855
1993,DNK,goods,24556700.748751
1993,DNK,services,99264395.9971544
1993,DOM,goods,2210265.533767
1993,DOM,services,9621835.67075
1993,ECU,goods,6649066.8019820005
1993,ECU,services,6388497.063822
1993,EGY,goods,8041725.57396
1993,EGY,services,41938165.2439
1993,SLV,goods,1031121.106698
1993,SLV,services,5373657.79077
1993,EST,goods,772950.800622
1993,EST,services,2199205.9363923003
1993,ETH,goods,977516.444833
1993,ETH,services,5028252.63972
1993,FIN,goods,21784596.730559
1993,FIN,services,52935543.849583
1993,FRA,goods,203819096.42041
1993,FRA,services,898202579.2566034
1993,GEO,goods,2308146.2273063
1993,GEO,services,5137107.6728179995
1993,DEU,goods,397634305.265588
1993,DEU,services,1406522837.1978931
1993,GHA,goods,1403323.712327
1993,GHA,services,6848246.01958
1993,GRC,goods,16552165.549315
1993,GRC,services,73287331.7215053
1993,GTM,goods,1651760.9284909999
1993,GTM,services,7715819.60541
1993,HND,goods,650044.545438
1993,HND,services,2722982.677464
1993,HKG,goods,22796282.2517514
1993,HKG,services,57404653.61255151
1993,HUN,goods,9434384.563104
1993,HUN,services,25284437.9961735
1993,ISL,goods,897494.949437
1993,ISL,services,4214022.406147
1993,IND,goods,110452842.202415
1993,IND,services,146370176.73658782
1993,IDN,goods,86731021.79
1993,IDN,services,79628285.58115374
1993,IRN,goods,43988361.662
1993,IRN,services,54695229.12826117
1993,IRQ,goods,1406303.2698
1993,IRQ,services,8053414.4787
1993,IRL,goods,14074597.376522
1993,IRL,services,29854231.3556484
1993,ISR,goods,13626752.875854
1993,ISR,services,56767165.27386539
1993,ITA,goods,225744384.08045998
1993,ITA,services,692084064.5802495
1993,JPN,goods,984741134.521
1993,JPN,services,3304079785.462429
1993,KAZ,goods,10422513.1863964
1993,KAZ,services,11192025.770756003
1993,KEN,goods,2395405.36993063
1993,KEN,services,3371832.349896217
1993,KWT,goods,11139678.152956901
1993,KWT,services,11865249.766223
1993,LVA,goods,740635.663537
1993,LVA,services,2505224.631313
1993,LBN,goods,1019355.772038
1993,LBN,services,6012099.62582
1993,LTU,goods,1489016.37863
1993,LTU,services,3890398.750339
1993,LUX,goods,1206657.864268
1993,LUX,services,8445232.4351
1993,MYS,goods,29007527.474261
1993,MYS,services,26056112.151496
1993,MLT,goods,591365.556993
1993,MLT,services,1703163.6246526
1993,MEX,goods,126638386.0546453
1993,MEX,services,336131687.30231386
1993,MAR,goods,4727541.4582940005
1993,MAR,services,23619753.7485
1993,NLD,goods,77083528.606975
1993,NLD,services,246207504.7232954
1993,NZL,goods,9254416.917519
1993,NZL,services,28901790.3625018
1993,NOR,goods,34547149.449475
1993,NOR,services,71972873.7344941
1993,OMN,goods,2285454.044231
1993,OMN,services,10671683.793394
1993,PAK,goods,9857003.81444
1993,PAK,services,47221281.8102
1993,PRY,goods,2397698.3162990003
1993,PRY,services,2542384.9144699997
1993,PER,goods,9125731.8707435
1993,PER,services,20069791.14414277
1993,PHL,goods,20868548.8187388
1993,PHL,services,33710959.84352634
1993,POL,goods,22925331.092542
1993,POL,services,61693601.0904722
1993,PRT,goods,15075273.099521
1993,PRT,services,52216942.6980789
1993,QAT,goods,2655889.425368
1993,QAT,services,6942465.350075
1993,KOR,goods,112462657.787875
1993,KOR,services,187173379.1827138
1993,ROU,goods,11729836.10666
1993,ROU,services,17210694.248544
1993,RUS,goods,123292326.76120101
1993,RUS,services,226321291.96008927
1993,SAU,goods,29646260.5074
1993,SAU,services,125304852.0637
1993,SRB,goods,4059379.650675
1993,SRB,services,24660084.318169
1993,SGP,goods,10027060.09565
1993,SGP,services,39241025.0035
1993,SVK,goods,5158974.151539
1993,SVK,services,12568672.264574
1993,SVN,goods,4061808.465703
1993,SVN,services,8574001.104753
1993,ZAF,goods,35138392.6416057
1993,ZAF,services,68823144.72046335
1993,ESP,goods,89876631.386562
1993,ESP,services,335341621.6092366
1993,LKA,goods,2099443.957048
1993,LKA,services,8191571.02093
1993,SWE,goods,44518038.136237
1993,SWE,services,138204740.9832288
1993,CHE,goods,57752030.8855111
1993,CHE,services,165923500.58431166
1993,THA,goods,43774416.243
1993,THA,services,64604847.262032
1993,TUN,goods,1990501.441416
1993,TUN,services,10296518.15401
1993,TUR,goods,66127022.587910995
1993,TUR,services,130761900.625471
1993,UKR,goods,21681366.2322397
1993,UKR,services,22555138.345796064
1993,ARE,goods,8669364.27899
1993,ARE,services,42326772.7721
1993,GBR,goods,163356850.573474
1993,GBR,services,637329530.7085904
1993,TZA,goods,1390702.093951
1993,TZA,services,6815617.504637
1993,USA,goods,817874891.1080201
1993,USA,services,4635571488.102112
1993,URY,goods,3491721.858252
1993,URY,services,11405733.430489
1993,UZB,goods,5000375.2971
1993,UZB,services,6122794.575
1993,VEN,goods,35638635.5162509
1993,VEN,services,44762473.9060145
1993,VNM,goods,6921974.7662
1993,VNM,services,5894464.33201
1994,DZA,goods,8966706.46044
1994,DZA,services,37724250.1603
1994,AGO,goods,1625684.62394
1994,AGO,services,8017362.2959
1994,ARG,goods,55771262.725
1994,ARG,services,176684196.1854
1994,AUS,goods,68481245.4945268
1994,AUS,services,210464361.05423495
1994,AUT,goods,40101075.350490004
1994,AUT,services,137494474.661912
1994,AZE,goods,525662.447586
1994,AZE,services,2348099.011615
1994,BHR,goods,912917.016972
1994,BHR,services,4616684.028288
1994,BGD,goods,5590381.80974
1994,BGD,services,28395991.6287
1994,BLR,goods,3016.847202
1994,BLR,services,4013.022158000001
1994,BEL,goods,50733517.954172
1994,BEL,services,173570584.912684
1994,BOL,goods,2028423.037981
1994,BOL,services,3172880.1842
1994,BIH,goods,352566.32712
1994,BIH,services,1720466.60562
1994,BRA,goods,110745592.5721674
1994,BRA,services,297045133.55897653
1994,BGR,goods,1818554.125164
1994,BGR,services,7750901.14614
1994,KHM,goods,434782.722333
1994,KHM,services,1837350.38202
1994,CAN,goods,153692692.1101961
1994,CAN,services,385708400.3116235
1994,CHL,goods,13135226.7122479
1994,CHL,services,31556199.56553745
1994,CHN,goods,301697874.714652
1994,CHN,services,241758969.15
1994,COL,goods,27350944.828035
1994,COL,services,54060758.613533996
1994,COG,goods,400756.851075
1994,COG,services,1620269.6757
1994,CRI,goods,1692226.020047
1994,CRI,services,7890191.275022
1994,HRV,goods,2278195.37908
1994,HRV,services,11178238.962399999
1994,CUB,goods,3684758.79799
1994,CUB,services,20685498.6425
1994,CYP,goods,948047.86737
1994,CYP,services,5454656.91631
1994,CZE,goods,16042630.023123
1994,CZE,services,30113046.396621
1994,DNK,goods,26844287.720358
1994,DNK,services,107534548.669355
1994,DOM,goods,2380732.110646
